categoryID,categoryName,description,productID,productName,supplierID,quantityPerUnit,unitPrice_x,unitsInStock,unitsOnOrder,reorderLevel,discontinued,companyName,contactName,contactTitle,address,city,region,postalCode,country,phone,fax,homePage,orderID,unitPrice_y,quantity,discount
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10285,14.4,45,0.2
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10294,14.4,18,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10317,14.4,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10348,14.4,15,0.15
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10354,14.4,12,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10370,14.4,15,0.15
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10406,14.4,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10413,14.4,24,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10477,14.4,15,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10522,18.0,40,0.2
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10526,18.0,8,0.15
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10576,18.0,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10590,18.0,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10609,18.0,3,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10611,18.0,6,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10628,18.0,25,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10646,18.0,15,0.25
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10689,18.0,35,0.25
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10691,18.0,30,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10700,18.0,5,0.2
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10729,18.0,50,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10752,18.0,8,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10838,18.0,4,0.25
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10847,18.0,80,0.2
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10863,18.0,20,0.15
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10869,18.0,40,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10905,18.0,20,0.05
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10911,18.0,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10918,18.0,60,0.25
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10935,18.0,21,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11003,18.0,4,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11005,18.0,2,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11006,18.0,8,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11025,18.0,10,0.1
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11031,18.0,45,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11035,18.0,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11047,18.0,25,0.25
1,Beverages,Soft drinks coffees teas beers and ales,1,Chai,1,10 boxes x 20 bags,18.0,39,0,10,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11070,18.0,40,0.15
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10255,15.2,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10258,15.2,50,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10264,15.2,35,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10298,15.2,40,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10327,15.2,25,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10335,15.2,7,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10342,15.2,24,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10393,15.2,25,0.25
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10418,15.2,60,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10435,15.2,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10440,15.2,45,0.15
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10469,15.2,40,0.15
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10485,15.2,20,0.1
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10504,19.0,12,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10611,19.0,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10622,19.0,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10632,19.0,30,0.05
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10641,19.0,50,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10703,19.0,5,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10714,19.0,30,0.25
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10722,19.0,3,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10741,19.0,15,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10766,19.0,40,0.0
